error_id,gpt_tier,new_tier
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#0,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#1,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#2,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#3,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#4,3.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#5,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_8.json#6,2.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#0,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#1,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#2,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#3,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#4,2.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#5,3.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#6,2.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_8.json#7,3.0,2.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,3.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,2.0,2.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,4.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,3.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,3.0,4.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,3.0,4.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#4,2.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#5,2.0,1.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#6,2.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,4.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,4.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,4.0,4.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,4.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#5,4.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,4.0,4.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,4.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,3.0,2.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,4.0,4.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#5,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#6,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#7,4.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#8,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#9,2.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,4.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,4.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,2.0,1.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,2.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#4,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,4.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,4.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,3.0,2.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,2.0,2.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,2.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#5,3.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,4.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,2.0,1.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,3.0,3.0
day2_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,3.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,3.0,4.0
day2_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,3.0
day2_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,3.0,4.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,4.0,4.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,3.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,4.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,1.0,1.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,1.0,1.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,3.0,3.0
day3_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,3.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,2.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,3.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#6,2.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,2.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#4,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#5,3.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#6,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#7,2.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#8,3.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#9,4.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#10,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#11,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#12,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#13,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#14,3.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#15,4.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#16,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#17,3.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#18,4.0,3.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#19,4.0,4.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#20,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#21,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#22,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#23,2.0,2.0
day3_consultation04_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#24,1.0,1.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,3.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#4,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#5,2.0,2.0
day3_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,3.0
day3_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,2.0,2.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,2.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#4,2.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,3.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,2.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,2.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#4,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#5,3.0,2.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#2,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#3,3.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#4,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#5,2.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#6,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#7,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#8,2.0,2.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#9,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#10,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#11,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#12,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#13,3.0,2.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#14,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#15,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#16,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#17,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#18,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#4,3.0,3.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#5,3.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#6,4.0,4.0
day1_consultation02_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#7,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,3.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,4.0,4.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#4,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#5,3.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,3.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,3.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#6,2.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,4.0,3.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,2.0,2.0
day3_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,3.0,2.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,4.0,4.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,3.0,3.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,2.0,2.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,3.0,3.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,3.0,3.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,3.0,3.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#6,3.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,2.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,3.0,1.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,4.0,4.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,2.0,3.0
day2_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#6,3.0,2.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#0,3.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#1,3.0,2.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#2,4.0,3.0
day2_consultation10_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_reception_snr_13.json#3,4.0,4.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#0,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#1,3.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#2,4.0,4.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#3,3.0,2.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#4,4.0,3.0
day1_consultation15_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_outdoor_traffic_snr_13.json#5,2.0,2.0
day3_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,3.0
day3_consultation06_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#1,4.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,4.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#2,4.0,4.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#3,3.0,3.0
day1_consultation01_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#4,2.0,2.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#0,4.0,3.0
day1_consultation05_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_corridor_snr_13.json#1,3.0,3.0
day1_consultation07_google_gemini-3.1-pro-preview_whisper-large-v3-turbo_hospital_maternity_ward_snr_13.json#0,3.0,2.0
